"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Engine/EditorMaterials/WorldPartition/WorldPartitionSpatialHashGridPreviewMaterial.WorldPartitionSpatialHashGridPreviewMaterial","21","4","4","1","6.327751","0","4"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","21","4","4","1","4.152668","0","4"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","21","10","10","1","30.448399","0","10"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","21","6","6","1","5.960649","0","6"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","21","26","26","6","26.894728","0","28"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","21","77","77","1","208.310654","0","77"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","21","210","210","1","651.534241","0","210"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","21","598","598","1","1578.142700","0","598"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","21","21","21","1","47.858646","0","21"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","21","4","4","1","3.624290","0","4"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","21","4","4","1","3.886389","0","4"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","21","2","2","1","2.231963","0","2"
"/Interchange/Materials/PhongSurfaceMaterial.PhongSurfaceMaterial","21","15","15","1","44.370441","0","15"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","21","2","2","1","2.394847","0","2"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","21","42","42","1","107.228607","0","42"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","21","102","102","1","327.984741","0","102"
"/Interchange/Materials/LambertSurfaceMaterial.LambertSurfaceMaterial","21","15","15","1","46.559856","0","15"
"/Interchange/Materials/OrenNayerMaterial.OrenNayerMaterial","21","15","15","1","56.629250","0","15"
"/Interchange/gltf/M_Unlit.M_Unlit","21","16","16","2","13.825336","0","16"
"/Interchange/Materials/ThinTranslucentMaterial.ThinTranslucentMaterial","21","10","10","1","30.751770","0","10"
"/Interchange/Materials/SubsurfaceMaterial.SubsurfaceMaterial","21","15","15","1","46.783306","0","15"
"/Interchange/Materials/SheenMaterial.SheenMaterial","21","15","15","1","47.761169","0","15"
"/Interchange/Materials/PBRSurfaceMaterial.PBRSurfaceMaterial","21","15","15","1","46.447117","0","15"
"/Interchange/Materials/ClearCoatMaterial.ClearCoatMaterial","21","15","15","1","48.015541","0","15"
"/Interchange/gltf/M_Transmission.M_Transmission","21","48","48","4","141.622528","0","48"
"/Interchange/gltf/M_Sheen.M_Sheen","21","84","84","4","224.195786","0","84"
"/Interchange/gltf/M_Translucent.M_Translucent","21","80","80","8","266.922455","0","80"
"/Interchange/gltf/M_Opaque.M_Opaque","21","168","168","8","455.591156","0","168"
"Globals","24","822","0","1","0.000000","0","0"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","24","2","2","1","3.592820","0","2"
"/MeshModelingToolset/Materials/M_DynamicMeshComponentVtxColor.M_DynamicMeshComponentVtxColor","24","17","17","1","194.981018","0","17"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","24","2","2","1","19.647285","0","2"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","24","4","4","1","10.738434","0","4"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","24","2","2","1","2.633568","0","2"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","24","30","30","1","89.436981","0","30"
"/Engine/OpenWorldTemplate/LandscapeMaterial/M_ProcGrid.M_ProcGrid","24","45","45","2","166.314117","1230","2895"
"/Engine/EditorMaterials/PhAT_NoCollisionMaterial.PhAT_NoCollisionMaterial","24","2","2","1","2.606026","0","2"
"/Engine/EditorMaterials/PhAT_UnselectedMaterial.PhAT_UnselectedMaterial","24","2","2","1","2.704568","0","2"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","24","102","102","1","332.210510","0","102"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","24","2","2","1","2.503367","0","2"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","24","24","24","2","29.370888","0","24"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","24","2","2","1","2.650647","0","2"
"/Engine/VREditor/TransformGizmo/Main.Main","24","2","2","1","2.608866","0","2"
"/Engine/VREditor/TransformGizmo/Xray.Xray","24","15","15","1","45.202488","0","15"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","24","30","30","1","92.314240","0","30"
"/Engine/EditorLandscapeResources/SplineEditorMeshMat.SplineEditorMeshMat","24","8","8","1","7.913981","0","8"
"/ControlRig/Controls/ControlRigXRayMaterial.ControlRigXRayMaterial","24","4","4","1","3.998823","0","4"
"/Interchange/Materials/UnlitMaterial.UnlitMaterial","24","2","2","1","2.452935","0","2"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","24","4","4","1","4.033730","0","4"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","24","2","2","1","2.670803","0","2"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","24","6","6","1","6.233835","0","6"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","24","598","598","1","1648.243042","0","598"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","24","210","210","1","674.729187","0","210"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","24","2","2","1","2.517401","0","2"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","24","26","26","6","26.289581","0","26"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","24","4","4","1","3.757031","0","4"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","24","42","42","1","121.895592","0","42"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","24","120","120","2","383.535095","960","2460"
"/Engine/EngineSky/M_SimpleSkyDome.M_SimpleSkyDome","24","2","2","1","2.770052","0","2"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","24","60","60","1","189.677917","0","60"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","24","60","60","1","187.637756","0","60"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","24","77","77","1","214.580444","0","77"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","24","10","10","1","30.471428","0","10"
"/Engine/EditorMaterials/WorldPartition/WorldPartitionSpatialHashGridPreviewMaterial.WorldPartitionSpatialHashGridPreviewMaterial","24","4","4","1","6.679348","0","4"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","24","2","2","1","2.536572","0","2"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","24","4","4","1","4.035795","0","4"
"/ControlRig/M_Manip.M_Manip","24","4","4","1","4.084363","0","4"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","24","4","4","1","4.383449","0","4"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","24","21","21","1","52.446690","0","21"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","24","4","4","1","3.729315","0","4"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","24","2","2","1","2.481610","0","2"
"/Interchange/Materials/PhongSurfaceMaterial.PhongSurfaceMaterial","24","15","15","1","47.013229","0","15"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","24","2","2","1","2.689962","0","2"
"/Interchange/gltf/M_Opaque.M_Opaque","24","168","168","8","455.633575","0","168"
"/Interchange/gltf/M_Translucent.M_Translucent","24","80","80","8","280.399414","0","80"
"/Interchange/gltf/M_Sheen.M_Sheen","24","84","84","4","238.764359","0","84"
"/Interchange/gltf/M_Transmission.M_Transmission","24","48","48","4","150.655273","0","48"
"/Interchange/gltf/M_Unlit.M_Unlit","24","16","16","2","14.210962","0","16"
"/Interchange/Materials/ClearCoatMaterial.ClearCoatMaterial","24","15","15","1","51.376549","0","15"
"/Interchange/Materials/PBRSurfaceMaterial.PBRSurfaceMaterial","24","15","15","1","50.989258","0","15"
"/Interchange/Materials/SheenMaterial.SheenMaterial","24","15","15","1","50.673698","0","15"
"/Interchange/Materials/SubsurfaceMaterial.SubsurfaceMaterial","24","15","15","1","49.638908","0","15"
"/Interchange/Materials/ThinTranslucentMaterial.ThinTranslucentMaterial","24","10","10","1","31.490664","0","10"
"/Interchange/Materials/OrenNayerMaterial.OrenNayerMaterial","24","15","15","1","57.448490","0","15"
"/Interchange/Materials/LambertSurfaceMaterial.LambertSurfaceMaterial","24","15","15","1","48.827877","0","15"
